,image_name,Good,Usable,Reject
56,10140_right.jpeg,0.9875501,0.0099638235,0.008289301
57,10142_right.jpeg,0.04219173,0.9438025,0.05619228
58,10145_left.jpeg,0.98160857,0.014382613,0.008466854
59,10151_left.jpeg,0.9875903,0.009965314,0.008266523
60,10151_right.jpeg,0.98755115,0.009997682,0.008272498
61,10152_left.jpeg,0.98759127,0.009964858,0.008266393
62,10152_right.jpeg,0.98759055,0.00996442,0.008266855
63,1016_left.jpeg,0.98759127,0.009964872,0.008266378
64,1016_right.jpeg,0.98759115,0.009964745,0.008266491
65,10164_left.jpeg,0.98759115,0.009964966,0.008266362
66,10164_right.jpeg,0.98745817,0.010090987,0.008250803
67,10172_right.jpeg,0.14392373,0.850274,0.045578893
68,10174_left.jpeg,0.98656124,0.010576614,0.008724048
69,10174_right.jpeg,0.9874472,0.009871281,0.008374448
70,10176_left.jpeg,0.027914934,0.57627153,0.39157614
71,10179_right.jpeg,0.03926419,0.93736595,0.0657696
72,1018_right.jpeg,0.048760183,0.8373306,0.1406349
73,10188_left.jpeg,0.98758996,0.009964482,0.008267145
74,10188_right.jpeg,0.9875299,0.009932076,0.008310298
75,1019_left.jpeg,0.9401596,0.047821626,0.015700983
76,10192_right.jpeg,0.026657175,0.10953815,0.87255895
77,10196_left.jpeg,0.040354293,0.8981237,0.09931347
78,10197_right.jpeg,0.038266007,0.8801409,0.10153457
79,10198_left.jpeg,0.98759127,0.009964849,0.008266385
80,10198_right.jpeg,0.98759127,0.009964849,0.008266385
81,10200_left.jpeg,0.9875401,0.010015973,0.008256313
82,10200_right.jpeg,0.9874916,0.010050025,0.008276646
83,10204_left.jpeg,0.938643,0.061558463,0.007204299
84,10205_right.jpeg,0.02814679,0.4166102,0.5877186
85,10211_left.jpeg,0.9875821,0.00997348,0.008265669
86,10211_right.jpeg,0.987591,0.009965037,0.008266385
87,10215_left.jpeg,0.4404148,0.009228962,0.35965022
88,10215_right.jpeg,0.98759115,0.00996482,0.008266425
89,10216_left.jpeg,0.98759115,0.009964793,0.008266491
90,10216_right.jpeg,0.9875903,0.009964246,0.00826705
91,10225_left.jpeg,0.98759127,0.009964849,0.008266385
92,10225_right.jpeg,0.98759043,0.009964312,0.008266991
93,10235_left.jpeg,0.034171227,0.8777225,0.13413554
94,10253_left.jpeg,0.98758787,0.009967982,0.008266022
95,10253_right.jpeg,0.9830716,0.009738375,0.01085567
96,10261_left.jpeg,0.98759115,0.009964835,0.008266405
97,10261_right.jpeg,0.987591,0.009964773,0.00826651
98,10267_left.jpeg,0.9875854,0.009963719,0.00826992
99,10267_right.jpeg,0.9875896,0.009964952,0.0082671
100,10274_left.jpeg,0.9869884,0.010546079,0.008215885
101,10274_right.jpeg,0.98743546,0.010101786,0.008276227
102,10277_left.jpeg,0.9875836,0.009971879,0.008265888
103,10277_right.jpeg,0.98758787,0.009968076,0.008265642
104,10281_left.jpeg,0.987591,0.009965045,0.008266389
105,10281_right.jpeg,0.98758286,0.0099732075,0.008263208
106,10289_right.jpeg,0.026684446,0.037788033,0.95052356
107,10291_left.jpeg,0.041750114,0.94818574,0.054213963
108,10299_right.jpeg,0.032516867,0.7004462,0.25073475
109,103_left.jpeg,0.9875907,0.009964755,0.008266651
110,103_right.jpeg,0.98759127,0.009964849,0.008266389
111,10300_left.jpeg,0.98758495,0.0099704955,0.008266323
112,10300_right.jpeg,0.024678957,0.03931629,0.95406944
113,10301_left.jpeg,0.024684224,0.038911108,0.9543712
114,10301_right.jpeg,0.9874171,0.009862547,0.008393112
115,10308_left.jpeg,0.98514014,0.012129971,0.008435686
116,10315_left.jpeg,0.9875693,0.00998563,0.008264654
117,10315_right.jpeg,0.98757035,0.009981846,0.008269811
118,10324_left.jpeg,0.0688703,0.9237259,0.0469594
119,10329_left.jpeg,0.98759127,0.009964849,0.008266389
120,10329_right.jpeg,0.987587,0.00996173,0.008269619
121,1033_left.jpeg,0.98759127,0.009964862,0.008266398
122,10330_left.jpeg,0.98759115,0.009964849,0.008266401
123,10330_right.jpeg,0.98759127,0.009964858,0.008266382
124,10344_left.jpeg,0.054669496,0.93402714,0.050100595
125,10347_left.jpeg,0.50062144,0.48833165,0.01809834
126,10347_right.jpeg,0.060231965,0.9309491,0.045692928
127,10348_left.jpeg,0.6760918,0.022384057,0.16095513
128,10348_right.jpeg,0.9864378,0.009243047,0.009144002
129,10349_left.jpeg,0.98710316,0.010395121,0.008294528
130,10349_right.jpeg,0.9843588,0.012782393,0.008537656
131,10351_right.jpeg,0.98755205,0.009947707,0.008300704
132,10358_left.jpeg,0.98759127,0.009964858,0.008266382
133,10358_right.jpeg,0.98759127,0.009964858,0.008266385
134,10364_left.jpeg,0.024658224,0.038938127,0.9544076
135,10364_right.jpeg,0.02473905,0.039287418,0.9539878
136,10365_left.jpeg,0.02514231,0.038949575,0.9531385
137,10371_left.jpeg,0.9534047,0.04048906,0.010617766
138,10373_right.jpeg,0.024691546,0.03900604,0.95422316
139,1038_left.jpeg,0.037657302,0.8402098,0.12878904
140,10380_left.jpeg,0.04411375,0.9496002,0.05048849
141,10381_right.jpeg,0.026253397,0.10204492,0.8866397
142,10382_left.jpeg,0.98756844,0.009990643,0.008252293
143,10382_right.jpeg,0.9875897,0.009966401,0.008266092
144,10383_left.jpeg,0.9875864,0.009962073,0.008269814
145,1039_right.jpeg,0.31025746,0.6586357,0.023228073
146,10393_left.jpeg,0.024661075,0.03894777,0.9543914
147,10399_right.jpeg,0.98752403,0.010029807,0.008252906
148,10402_right.jpeg,0.987591,0.009964943,0.008266441
149,10410_left.jpeg,0.9875124,0.010007436,0.008302074
150,10410_right.jpeg,0.987591,0.009964777,0.00826655
151,10411_left.jpeg,0.98759127,0.0099648535,0.008266385
152,10411_right.jpeg,0.98759115,0.009964878,0.008266385
153,10412_left.jpeg,0.04391759,0.94816554,0.05164084
154,10414_left.jpeg,0.1778297,0.8210246,0.03186186
155,10417_left.jpeg,0.9871481,0.010308072,0.008371138
156,10420_right.jpeg,0.046359632,0.9097176,0.08304715
157,10424_left.jpeg,0.9875907,0.009964642,0.008266776
158,10425_left.jpeg,0.98759115,0.009964878,0.008266374
159,10425_right.jpeg,0.9875901,0.009964021,0.008267277
160,10430_left.jpeg,0.024667868,0.03908959,0.95426005
161,10433_left.jpeg,0.98759127,0.009964849,0.008266385
162,10433_right.jpeg,0.9875908,0.009965,0.008266523
163,10435_left.jpeg,0.04359362,0.94472647,0.054597456
164,10442_left.jpeg,0.98759115,0.009964849,0.008266398
165,10442_right.jpeg,0.9875844,0.009969459,0.008268732
166,10450_right.jpeg,0.027711662,0.3639171,0.6947692
167,10453_left.jpeg,0.024642257,0.04072049,0.95249337
168,10455_right.jpeg,0.024878187,0.0392905,0.95362306
169,10459_left.jpeg,0.045473866,0.9456222,0.05191461
170,10459_right.jpeg,0.053185422,0.9403219,0.04732855
171,10460_left.jpeg,0.98584795,0.011347015,0.008714762
172,10460_right.jpeg,0.9592925,0.03559109,0.009918838
173,10463_left.jpeg,0.98758405,0.009970363,0.00826664
174,10463_right.jpeg,0.9090219,0.013925219,0.053749688
175,10466_right.jpeg,0.98758674,0.0099668205,0.008267406
176,10471_right.jpeg,0.9870451,0.01019169,0.008514942
177,10473_right.jpeg,0.02417958,0.07888364,0.9267409
178,10474_left.jpeg,0.04871762,0.9451927,0.047192797
179,10474_right.jpeg,0.11737196,0.877141,0.030198423
180,10476_left.jpeg,0.98758835,0.009965611,0.008267581
181,10476_right.jpeg,0.9875908,0.009964633,0.00826671
182,10478_left.jpeg,0.03023495,0.38007805,0.64417124
183,1048_left.jpeg,0.024736,0.03898604,0.9542073
184,10486_left.jpeg,0.024686802,0.038999584,0.9542784
185,10486_right.jpeg,0.024658417,0.038950462,0.95439315
186,10490_left.jpeg,0.98759127,0.009964849,0.008266398
187,10490_right.jpeg,0.9875908,0.009965028,0.008266573
188,10493_left.jpeg,0.98750764,0.010044646,0.008260656
189,10493_right.jpeg,0.98759115,0.00996483,0.008266414
190,10494_right.jpeg,0.022819094,0.06039366,0.93281907
191,10496_right.jpeg,0.9493147,0.049713597,0.006444618
192,10498_left.jpeg,0.028534355,0.38904375,0.54144675
193,10499_left.jpeg,0.98758984,0.0099661,0.008266327
194,10499_right.jpeg,0.9875875,0.009967078,0.008267773
195,105_right.jpeg,0.04569261,0.94550675,0.052379794
196,10505_left.jpeg,0.981561,0.014864998,0.009258797
197,10506_left.jpeg,0.98759127,0.0099648535,0.008266385
198,10506_right.jpeg,0.98759127,0.009964849,0.008266385
199,10508_right.jpeg,0.98757035,0.009976202,0.008273753
200,10509_left.jpeg,0.9875907,0.009964575,0.008266823
201,10509_right.jpeg,0.98759115,0.009964811,0.008266432
202,10514_left.jpeg,0.98759127,0.0099648535,0.008266385
203,10514_right.jpeg,0.98759115,0.009964881,0.008266389
204,10517_left.jpeg,0.98759115,0.0099648675,0.008266401
205,10517_right.jpeg,0.9858679,0.008909885,0.009586924
206,10522_left.jpeg,0.98753566,0.010017547,0.0082572
207,10524_right.jpeg,0.0347762,0.84019333,0.12901944
208,10525_left.jpeg,0.98758984,0.009966213,0.008266112
209,10525_right.jpeg,0.9772291,0.019037995,0.00928636
210,10527_left.jpeg,0.9875573,0.009993359,0.008269591
211,10527_right.jpeg,0.9872227,0.01029376,0.008273758
212,10528_left.jpeg,0.987591,0.009964787,0.008266483
213,10528_right.jpeg,0.98732334,0.010183577,0.008314151
214,1053_right.jpeg,0.042943615,0.9460535,0.05468319
215,10530_left.jpeg,0.024660846,0.03893271,0.9544068
216,10531_left.jpeg,0.044089086,0.94408256,0.055260893
217,10533_left.jpeg,0.9875866,0.009968048,0.008266296
218,10535_left.jpeg,0.03431415,0.15691166,0.79534423
219,10539_left.jpeg,0.024399152,0.07663949,0.9148305
220,1054_left.jpeg,0.024698023,0.03899457,0.9542823
221,1054_right.jpeg,0.038319945,0.87513846,0.11087078
222,10543_left.jpeg,0.987591,0.009964755,0.008266592
223,10544_left.jpeg,0.9875901,0.009965253,0.008266706
224,10547_left.jpeg,0.052529484,0.9284656,0.06051923
225,10554_right.jpeg,0.9787446,0.01767146,0.0090697
226,10556_left.jpeg,0.98756206,0.0099947,0.008255123
227,10556_right.jpeg,0.9875589,0.009996285,0.008262079
228,10557_left.jpeg,0.9875909,0.009965037,0.008266366
229,10557_right.jpeg,0.987324,0.010178162,0.008293904
230,10564_left.jpeg,0.9875853,0.0099712815,0.008263301
231,10571_left.jpeg,0.987591,0.009964952,0.008266432
232,10571_right.jpeg,0.98759127,0.009964849,0.008266385
233,10574_left.jpeg,0.9861137,0.011129404,0.008667762
234,10578_left.jpeg,0.9875908,0.009965056,0.008266581
235,10578_right.jpeg,0.98758614,0.0099660065,0.008268959
236,10581_right.jpeg,0.02466446,0.03892927,0.95439595
237,10584_left.jpeg,0.9797635,0.0155413,0.010642892
238,10588_left.jpeg,0.9707874,0.02576312,0.006806271
239,10590_left.jpeg,0.98759055,0.009964858,0.008266729
240,10590_right.jpeg,0.98759055,0.009965103,0.008266604
241,10593_left.jpeg,0.9875894,0.009966363,0.008266589
242,10593_right.jpeg,0.9875896,0.009966335,0.008266256
243,10597_right.jpeg,0.024673961,0.03896767,0.9543428
244,10599_left.jpeg,0.9875907,0.0099646095,0.008266776
245,10599_right.jpeg,0.9874576,0.010029485,0.008317848
246,106_left.jpeg,0.04741147,0.9256833,0.06301214
247,1060_left.jpeg,0.9742784,0.021799432,0.009316124
248,1060_right.jpeg,0.98686326,0.010643499,0.008219927
249,10601_right.jpeg,0.98755395,0.009994652,0.008271899
250,10604_left.jpeg,0.98759127,0.009964849,0.008266385
251,10604_right.jpeg,0.98759115,0.00996482,0.008266414
252,10609_left.jpeg,0.04241167,0.94700617,0.053867627
253,10613_left.jpeg,0.98758787,0.009964801,0.0082679335
254,10613_right.jpeg,0.9875908,0.009965,0.008266592
255,10615_left.jpeg,0.045611978,0.9478005,0.049724467
256,10615_right.jpeg,0.0449385,0.9261751,0.0647323
257,10618_left.jpeg,0.9875908,0.009964858,0.008266589
258,10618_right.jpeg,0.98759127,0.009964839,0.008266405
259,10628_left.jpeg,0.9875886,0.009964581,0.008267879
260,10628_right.jpeg,0.9875896,0.00996609,0.008266183
261,10630_left.jpeg,0.022632834,0.04802083,0.9498721
262,10632_left.jpeg,0.98759115,0.009964943,0.008266358
263,10632_right.jpeg,0.9875894,0.009963851,0.008267743
264,10633_right.jpeg,0.98759127,0.009964858,0.008266385
265,10635_left.jpeg,0.9875909,0.009964655,0.008266601
266,10635_right.jpeg,0.9875892,0.009966067,0.0082670655
267,10638_left.jpeg,0.023175456,0.12985326,0.86544377
268,1064_right.jpeg,0.987591,0.009964793,0.00826651
269,10641_right.jpeg,0.9856857,0.011594607,0.008510599
270,10654_left.jpeg,0.024655554,0.038938474,0.95441216
271,10656_left.jpeg,0.27850986,0.71293205,0.03489357
272,1066_right.jpeg,0.98747444,0.010061397,0.008284897
273,10667_right.jpeg,0.9875896,0.009966312,0.008266311
274,10670_left.jpeg,0.9875897,0.009963842,0.008267519
275,10670_right.jpeg,0.98365,0.013537903,0.008287286
276,10676_right.jpeg,0.024684869,0.03911946,0.95418787
277,10678_right.jpeg,0.9875831,0.0099650845,0.008269913
278,1068_right.jpeg,0.0449772,0.9489769,0.049945064
279,10682_left.jpeg,0.98759127,0.009964878,0.008266382
280,10682_right.jpeg,0.98759127,0.0099648535,0.008266389
281,10683_left.jpeg,0.98666304,0.01081525,0.008274685
282,1069_left.jpeg,0.986642,0.010799584,0.008279233
283,10690_right.jpeg,0.03115071,0.6312865,0.3163197
284,10691_left.jpeg,0.04298824,0.9470361,0.053521425
285,10693_left.jpeg,0.9875909,0.009964934,0.008266464
286,10699_left.jpeg,0.03979533,0.9281254,0.06811199
287,10699_right.jpeg,0.025184473,0.042786665,0.95070046
288,10700_left.jpeg,0.9874149,0.010146902,0.008187755
289,10702_left.jpeg,0.9869077,0.010638319,0.008101846
290,10702_right.jpeg,0.987568,0.009986088,0.008265959
291,10703_right.jpeg,0.04333266,0.9501787,0.051045213
292,10707_right.jpeg,0.042012103,0.92628396,0.07441239
293,10708_left.jpeg,0.98720855,0.010324255,0.008250115
294,10708_right.jpeg,0.9875858,0.009969639,0.0082664555
295,10712_left.jpeg,0.98759127,0.0099648535,0.008266385
296,10712_right.jpeg,0.98758984,0.0099658985,0.00826653
297,10713_left.jpeg,0.024706407,0.03917807,0.95412326
298,10714_left.jpeg,0.98759115,0.009964793,0.008266475
299,10714_right.jpeg,0.987591,0.009964689,0.00826657
300,10718_left.jpeg,0.05747109,0.9353575,0.04129477
301,10721_right.jpeg,0.98754996,0.010001071,0.008263482
302,10724_left.jpeg,0.98732704,0.010195894,0.008286942
303,10725_right.jpeg,0.96257716,0.024257299,0.011165452
304,10733_left.jpeg,0.028609846,0.802914,0.23141839
305,10735_left.jpeg,0.027012303,0.05832315,0.9301258
306,10738_left.jpeg,0.98759127,0.009964849,0.008266393
307,10738_right.jpeg,0.9875901,0.009964246,0.008267163
308,10739_left.jpeg,0.024069581,0.044520557,0.94800866
309,10740_left.jpeg,0.9875897,0.009964755,0.008267261
310,10740_right.jpeg,0.98759115,0.009964849,0.0082664555
311,10742_left.jpeg,0.8916942,0.005517899,0.10262532
312,10742_right.jpeg,0.9875908,0.009964567,0.00826669
313,10747_left.jpeg,0.9875837,0.009967705,0.008270081
314,10747_right.jpeg,0.9875888,0.009964735,0.008267727
315,10749_left.jpeg,0.027549362,0.5239632,0.5224421
316,10753_right.jpeg,0.9875823,0.009973353,0.0082653025
317,10757_left.jpeg,0.03926258,0.9396144,0.06435882
318,10764_left.jpeg,0.98759127,0.0099648675,0.008266382
319,10764_right.jpeg,0.9875243,0.009973682,0.0083069075
320,10765_left.jpeg,0.9875909,0.009964727,0.008266647
321,10765_right.jpeg,0.98759115,0.009964811,0.008266464
322,10766_left.jpeg,0.987571,0.009983553,0.00826472
323,10766_right.jpeg,0.98759055,0.009965451,0.008266389
324,10768_right.jpeg,0.50588393,0.48124298,0.0144480355
325,10774_left.jpeg,0.98759127,0.009964849,0.008266385
326,10774_right.jpeg,0.9875689,0.0099850595,0.008266672
327,10775_left.jpeg,0.024731893,0.039437544,0.953579
328,10775_right.jpeg,0.987591,0.009965,0.008266366
329,10776_left.jpeg,0.024656098,0.03894415,0.95440704
330,10776_right.jpeg,0.987559,0.009997002,0.008253652
331,10778_left.jpeg,0.98758984,0.009965455,0.008266792
332,10778_right.jpeg,0.9875395,0.009938281,0.0083135925
333,10780_right.jpeg,0.026135208,0.2099421,0.7793992
334,10784_left.jpeg,0.027335016,0.34184924,0.5949262
335,10784_right.jpeg,0.022370098,0.27826464,0.70471436
336,10788_left.jpeg,0.024660444,0.03893536,0.9544061
337,10788_right.jpeg,0.022496987,0.50281715,0.47988847
338,10793_left.jpeg,0.02441648,0.04569975,0.9475439
339,10795_left.jpeg,0.98758477,0.009966076,0.008267879
340,10795_right.jpeg,0.9875832,0.00997124,0.008267355
341,1080_left.jpeg,0.9875908,0.00996466,0.00826664
342,1080_right.jpeg,0.98759115,0.009964764,0.00826648
343,10801_right.jpeg,0.9875639,0.009980272,0.008273319
344,10804_left.jpeg,0.98574543,0.011664368,0.008241093
345,10804_right.jpeg,0.9875864,0.009968688,0.008267293
346,10805_left.jpeg,0.023775967,0.0763124,0.9154127
347,10805_right.jpeg,0.94348454,0.03259745,0.022205826
348,10807_left.jpeg,0.057695854,0.9313477,0.048067514
349,1081_left.jpeg,0.98704976,0.010223312,0.008571284
350,1081_right.jpeg,0.9832987,0.012797493,0.0100050615
351,10813_right.jpeg,0.026179105,0.47796735,0.547608
352,1082_left.jpeg,0.044889107,0.9446328,0.05274332
353,10821_left.jpeg,0.98756593,0.009989719,0.008261251
354,10821_right.jpeg,0.9862644,0.011098621,0.008435662
355,10825_left.jpeg,0.9875909,0.009965094,0.008266409
356,10825_right.jpeg,0.987587,0.009969042,0.008264701
357,10828_right.jpeg,0.04265313,0.42665738,0.5173574
358,10829_left.jpeg,0.04169732,0.946262,0.056169394
359,10830_left.jpeg,0.98759115,0.009964826,0.0082664285
360,10830_right.jpeg,0.9875908,0.009964567,0.008266699
361,10836_right.jpeg,0.11271634,0.83971363,0.064996876
362,10840_left.jpeg,0.98756844,0.00999044,0.008252715
363,10840_right.jpeg,0.98759127,0.009964849,0.008266405
364,10841_right.jpeg,0.027160084,0.06372595,0.9267218
365,10843_right.jpeg,0.024735082,0.03884748,0.9542581
366,10849_right.jpeg,0.057300095,0.92910266,0.05302591
367,10850_right.jpeg,0.9856287,0.011505491,0.0087162
368,10855_left.jpeg,0.9875901,0.009966044,0.008266061
369,10855_right.jpeg,0.9875865,0.00996898,0.008266464
370,10856_left.jpeg,0.041476253,0.9267368,0.071386166
371,10860_left.jpeg,0.050396573,0.9417429,0.051952295
372,1087_right.jpeg,0.0277364,0.78896654,0.21537973
373,10871_left.jpeg,0.04111975,0.9416789,0.0580589
374,10878_right.jpeg,0.98759127,0.0099648535,0.008266389
375,10882_right.jpeg,0.98758245,0.009972162,0.0082679605
376,10885_left.jpeg,0.39094368,0.6422521,0.014796456
377,10888_left.jpeg,0.98759127,0.009964858,0.008266385
378,10888_right.jpeg,0.98758984,0.009966081,0.008266296
379,1089_left.jpeg,0.022504376,0.055889256,0.93967
380,10890_right.jpeg,0.9743824,0.020249669,0.0092108445
381,10892_left.jpeg,0.98759127,0.009964849,0.008266385
382,10892_right.jpeg,0.9875267,0.010028405,0.008258422
383,10893_left.jpeg,0.98759127,0.009964849,0.008266385
384,10893_right.jpeg,0.98759127,0.009964849,0.008266385
385,10894_left.jpeg,0.03131738,0.7707995,0.18981169
386,10899_left.jpeg,0.98758686,0.009968773,0.00826655
387,10899_right.jpeg,0.9873094,0.010142899,0.00837343
388,109_right.jpeg,0.04481493,0.9468333,0.051964737
389,1090_left.jpeg,0.98759043,0.009965695,0.008265956
390,1090_right.jpeg,0.98759127,0.009964839,0.008266417
391,10901_right.jpeg,0.024657188,0.039520778,0.95369005
392,10909_left.jpeg,0.98758715,0.009965601,0.008268485
393,10909_right.jpeg,0.98743397,0.010041281,0.008345303
394,1091_right.jpeg,0.9875887,0.009964595,0.008267782
395,10911_right.jpeg,0.043959808,0.949863,0.050176054
396,10917_right.jpeg,0.024677172,0.038930133,0.9543739
397,10918_right.jpeg,0.987591,0.009965074,0.008266327
398,10921_left.jpeg,0.92154026,0.08763506,0.0036233035
399,10928_left.jpeg,0.98759115,0.009964878,0.008266398
400,10928_right.jpeg,0.9875902,0.009964383,0.008267108
401,10946_left.jpeg,0.98759127,0.009964849,0.008266385
402,10946_right.jpeg,0.98759127,0.009964849,0.008266385
403,10950_right.jpeg,0.98688763,0.010553078,0.008357762
404,10953_left.jpeg,0.98759127,0.009964849,0.008266385
405,10953_right.jpeg,0.9875853,0.009962049,0.008270535
406,10968_left.jpeg,0.98759127,0.009964849,0.008266385
407,10971_left.jpeg,0.025583904,0.040900487,0.95085055
408,10973_right.jpeg,0.035522785,0.749861,0.18811727
409,10979_left.jpeg,0.9562966,0.037932392,0.009737672
410,10981_left.jpeg,0.98759127,0.009964849,0.008266389
411,10981_right.jpeg,0.987591,0.009964759,0.008266495
412,10985_left.jpeg,0.987591,0.009964735,0.00826651
413,10986_left.jpeg,0.9875903,0.009965545,0.008266523
414,10990_right.jpeg,0.98730975,0.010209275,0.00829141
415,10991_left.jpeg,0.98759127,0.009964858,0.008266382
416,10991_right.jpeg,0.98759127,0.0099648675,0.008266385
417,10995_right.jpeg,0.9875897,0.009966184,0.008266507
418,11_left.jpeg,0.040360495,0.9085322,0.07959949
419,11_right.jpeg,0.03713005,0.8597198,0.117232785
420,11001_left.jpeg,0.98751974,0.010012574,0.008276696
421,11001_right.jpeg,0.9875795,0.009971935,0.008267754
422,11004_right.jpeg,0.9857196,0.011560296,0.008449594
423,11006_left.jpeg,0.9522911,0.041639596,0.010619063
424,11006_right.jpeg,0.9746064,0.02005922,0.011345197
425,11009_left.jpeg,0.98754907,0.00998505,0.0082824165
426,11009_right.jpeg,0.9862955,0.011316181,0.007820931
427,11011_left.jpeg,0.8919286,0.098398864,0.012739129
428,11012_right.jpeg,0.9871192,0.010448355,0.008068168
429,11015_left.jpeg,0.04352826,0.9497671,0.051039256
430,11015_right.jpeg,0.043672852,0.9500978,0.050695334
431,11019_left.jpeg,0.986555,0.010771603,0.008299028
432,11019_right.jpeg,0.9873996,0.010162652,0.008207108
433,11024_right.jpeg,0.9831245,0.010170464,0.010993784
434,11027_left.jpeg,0.057842083,0.93625,0.039591927
435,11028_left.jpeg,0.031128472,0.5479988,0.48468342
436,1103_right.jpeg,0.02468422,0.0389275,0.954356
437,11030_left.jpeg,0.9873099,0.010236903,0.00824156
438,11030_right.jpeg,0.98758835,0.009967714,0.008266061
439,11038_right.jpeg,0.043851666,0.9410352,0.056593932
440,11039_right.jpeg,0.5941598,0.2438379,0.06620317
441,1104_left.jpeg,0.024658501,0.03893395,0.954411
442,11045_right.jpeg,0.98751175,0.010027956,0.008266217
443,1105_left.jpeg,0.98759127,0.009964849,0.008266389
444,1105_right.jpeg,0.9875886,0.00996293,0.008268454
445,1106_left.jpeg,0.054381892,0.90367293,0.072109014
446,11063_right.jpeg,0.024659848,0.039102033,0.95426863
447,11064_left.jpeg,0.98759115,0.009964862,0.008266405
448,11073_right.jpeg,0.888811,0.09568911,0.012904781
449,11077_right.jpeg,0.98759115,0.009964886,0.008266378
450,11081_left.jpeg,0.9875602,0.009994115,0.008264404
451,11081_right.jpeg,0.98759127,0.009964858,0.008266385
452,11084_left.jpeg,0.9875902,0.00996466,0.008267027
453,11084_right.jpeg,0.98759115,0.009964881,0.008266409
454,11088_left.jpeg,0.9875909,0.009964849,0.008266541
455,11088_right.jpeg,0.987143,0.010362238,0.00828528
456,11090_right.jpeg,0.98758453,0.009965418,0.008269881
457,11093_left.jpeg,0.9875903,0.009964185,0.008267085
458,11093_right.jpeg,0.987576,0.0099616125,0.00827598
459,11096_left.jpeg,0.9875903,0.009965686,0.008266201
460,11096_right.jpeg,0.98759127,0.009964839,0.008266405
461,11104_left.jpeg,0.98759127,0.009964858,0.008266385
462,11104_right.jpeg,0.98758996,0.0099660065,0.008266233
463,11105_left.jpeg,0.98759127,0.009964858,0.008266382
464,11105_right.jpeg,0.98759127,0.0099648535,0.008266385
465,11109_left.jpeg,0.98759115,0.009964915,0.008266366
